service_id,date,exception_type
036725L_03609_,20260720,1
036725L_036E1_,20260720,1
038725L_03801_,20260720,1
038725L_03802_,20260720,1
038725L_03803_,20260720,1
038725L_03804_,20260720,1
038725L_03805_,20260720,1
038725L_03806_,20260720,1
038725L_03807_,20260720,1
038725L_03808_,20260720,1
038725L_03809_,20260720,1
038725L_03810_,20260720,1
038725L_03811_,20260720,1
038725L_03812_,20260720,1
038725L_03813_,20260720,1
038725L_038E1_,20260720,1
039724L_03901_,20260720,1
039724L_03902_,20260720,1
039724L_03903_,20260720,1
039724L_03904_,20260720,1
039724L_03905_,20260720,1
039724L_03906_,20260720,1
039724L_03907_,20260720,1
039724L_03908_,20260720,1
039724L_03909_,20260720,1
039724L_03910_,20260720,1
039724L_03911_,20260720,1
039724L_03912_,20260720,1
040724L_04001_,20260720,1
040724L_04002_,20260720,1
040724L_04003_,20260720,1
040724L_04004_,20260720,1
040724L_04005_,20260720,1
040724L_04006_,20260720,1
041781L_04101_,20260720,1
041781L_04102_,20260720,1
041781L_04103_,20260720,1
042724L_04201_,20260720,1
042724L_04202_,20260720,1
042724L_04203_,20260720,1
042724L_04204_,20260720,1
042724L_04205_,20260720,1
042724L_04206_,20260720,1
042724L_04207_,20260720,1
042724L_04208_,20260720,1
042724L_04209_,20260720,1
042724L_04210_,20260720,1
042724L_04211_,20260720,1
042724L_04212_,20260720,1
042724L_04213_,20260720,1
043007L_04301_,20260720,1
044724L_04401_,20260720,1
044724L_04402_,20260720,1
044724L_04403_,20260720,1
044724L_04404_,20260720,1
044724L_04405_,20260720,1
050003L_05001_,20260720,1
050003L_05002_,20260720,1
050003L_05003_,20260720,1
050003L_050E1_,20260720,1
050003L_050E2_,20260720,1
051007L_05101_,20260720,1
051007L_05102_,20260720,1
051007L_05103_,20260720,1
051007L_05104_,20260720,1
051007L_05105_,20260720,1
051007L_05106_,20260720,1
052724L_05201_,20260720,1
052724L_05202_,20260720,1
052724L_05203_,20260720,1
052724L_05204_,20260720,1
052724L_05205_,20260720,1
053724L_05301_,20260720,1
053724L_05302_,20260720,1
053724L_05303_,20260720,1
053724L_05304_,20260720,1
053724L_05305_,20260720,1
054700L_05401_,20260720,1
054700L_05402_,20260720,1
055700L_05501_,20260720,1
055700L_05502_,20260720,1
056003L_05601_,20260720,1
057700L_05701_,20260720,1
057700L_05702_,20260720,1
058003L_05801_,20260720,1
059005L_05901_,20260720,1
059005L_059E1_,20260720,1
059005L_059E2_,20260720,1
060724L_06001_,20260720,1
060724L_06002_,20260720,1
060724L_06003_,20260720,1
060724L_06004_,20260720,1
060724L_06005_,20260720,1
0C1003L_0C1E1_,20260720,1
0C4008L_0C401_,20260720,1
0C4008L_0C402_,20260720,1
CI1724L_CI101_,20260720,1
CI1724L_CI102_,20260720,1
CI1724L_CI103_,20260720,1
CI1724L_CI104_,20260720,1
CI1724L_CI105_,20260720,1
CI1724L_CI106_,20260720,1
CI1724L_CI107_,20260720,1
CI2724L_CI201_,20260720,1
CI2724L_CI202_,20260720,1
CI2724L_CI203_,20260720,1
CI2724L_CI204_,20260720,1
CI2724L_CI205_,20260720,1
CI2724L_CI206_,20260720,1
CI2724L_CI207_,20260720,1
CI3725L_CI301_,20260720,1
CI3725L_CI302_,20260720,1
CI3725L_CI303_,20260720,1
CI3725L_CI304_,20260720,1
CI3725L_CI305_,20260720,1
CI3725L_CI306_,20260720,1
CI3725L_CI307_,20260720,1
CI3725L_CI308_,20260720,1
CI3725L_CI309_,20260720,1
CI3725L_CI3E1_,20260720,1
CI4725L_CI401_,20260720,1
CI4725L_CI402_,20260720,1
CI4725L_CI403_,20260720,1
CI4725L_CI404_,20260720,1
CI4725L_CI405_,20260720,1
CI4725L_CI406_,20260720,1
CI4725L_CI407_,20260720,1
CI4725L_CI408_,20260720,1
CI4725L_CI409_,20260720,1
CI4725L_CI410_,20260720,1
CI4725L_CI4E1_,20260720,1
MIC023L_MIC01_,20260720,1
MIC023L_MIC02_,20260720,1
MIC023L_MIC03_,20260720,1
MIC023L_MIC04_,20260720,1
MIC023L_MIC05_,20260720,1
TUR003L_TURE1_,20260720,1
TUR003L_TURE2_,20260720,1
TUR003L_TURE3_,20260720,1
TUR003L_TURE4_,20260720,1
021724L_02101_,20260721,1
021724L_02102_,20260721,1
021724L_02103_,20260721,1
021724L_02104_,20260721,1
021724L_02105_,20260721,1
021724L_02106_,20260721,1
021724L_02107_,20260721,1
021724L_02108_,20260721,1
021724L_02109_,20260721,1
021724L_02110_,20260721,1
021724L_02111_,20260721,1
021724L_02112_,20260721,1
021724L_02113_,20260721,1
021724L_021E1_,20260721,1
022781L_02201_,20260721,1
022781L_02202_,20260721,1
022781L_02203_,20260721,1
022781L_02204_,20260721,1
022781L_02205_,20260721,1
022781L_02206_,20260721,1
022781L_02207_,20260721,1
022781L_02208_,20260721,1
022781L_02209_,20260721,1
023724L_02301_,20260721,1
023724L_02302_,20260721,1
023724L_02303_,20260721,1
023724L_02304_,20260721,1
023724L_02305_,20260721,1
023724L_02306_,20260721,1
023724L_02307_,20260721,1
023724L_02308_,20260721,1
023724L_02309_,20260721,1
023724L_02310_,20260721,1
023724L_02311_,20260721,1
025718L_02501_,20260721,1
025718L_02502_,20260721,1
025718L_02503_,20260721,1
025718L_02504_,20260721,1
028002L_02801_,20260721,1
028002L_02802_,20260721,1
028002L_02803_,20260721,1
029725L_02901_,20260721,1
029725L_02902_,20260721,1
029725L_02903_,20260721,1
029725L_02904_,20260721,1
029725L_02905_,20260721,1
030725L_03001_,20260721,1
030725L_03002_,20260721,1
030725L_03003_,20260721,1
030725L_03004_,20260721,1
030725L_03005_,20260721,1
031724L_03101_,20260721,1
031724L_03102_,20260721,1
031724L_03103_,20260721,1
031724L_03104_,20260721,1
031724L_03105_,20260721,1
031724L_03106_,20260721,1
032725L_03201_,20260721,1
032725L_03202_,20260721,1
032725L_03203_,20260721,1
032725L_03204_,20260721,1
032725L_03205_,20260721,1
032725L_03206_,20260721,1
032725L_03207_,20260721,1
032725L_03208_,20260721,1
032725L_03209_,20260721,1
032725L_03210_,20260721,1
032725L_03211_,20260721,1
033725L_03301_,20260721,1
033725L_03302_,20260721,1
033725L_03303_,20260721,1
033725L_03304_,20260721,1
033725L_03305_,20260721,1
033725L_03306_,20260721,1
033725L_03307_,20260721,1
033725L_03308_,20260721,1
033725L_03309_,20260721,1
033725L_03310_,20260721,1
033725L_03311_,20260721,1
033725L_03312_,20260721,1
033725L_03313_,20260721,1
034726L_03401_,20260721,1
034726L_03402_,20260721,1
034726L_03403_,20260721,1
034726L_03404_,20260721,1
034726L_03405_,20260721,1
034726L_03406_,20260721,1
034726L_03407_,20260721,1
034726L_03408_,20260721,1
034726L_03409_,20260721,1
034726L_03410_,20260721,1
035781L_03501_,20260721,1
035781L_03502_,20260721,1
035781L_03503_,20260721,1
035781L_03504_,20260721,1
035781L_03505_,20260721,1
035781L_03506_,20260721,1
035781L_03507_,20260721,1
035781L_03508_,20260721,1
035781L_03509_,20260721,1
035781L_03510_,20260721,1
035781L_03511_,20260721,1
035781L_03512_,20260721,1
035781L_03513_,20260721,1
035781L_035E1_,20260721,1
036725L_03601_,20260721,1
036725L_03602_,20260721,1
036725L_03603_,20260721,1
036725L_03604_,20260721,1
036725L_03605_,20260721,1
036725L_03606_,20260721,1
036725L_03607_,20260721,1
036725L_03608_,20260721,1
036725L_03609_,20260721,1
036725L_036E1_,20260721,1
038725L_03801_,20260721,1
038725L_03802_,20260721,1
038725L_03803_,20260721,1
038725L_03804_,20260721,1
038725L_03805_,20260721,1
038725L_03806_,20260721,1
038725L_03807_,20260721,1
038725L_03808_,20260721,1
038725L_03809_,20260721,1
038725L_03810_,20260721,1
038725L_03811_,20260721,1
038725L_03812_,20260721,1
038725L_03813_,20260721,1
038725L_038E1_,20260721,1
039724L_03901_,20260721,1
039724L_03902_,20260721,1
039724L_03903_,20260721,1
039724L_03904_,20260721,1
039724L_03905_,20260721,1
039724L_03906_,20260721,1
039724L_03907_,20260721,1
039724L_03908_,20260721,1
039724L_03909_,20260721,1
039724L_03910_,20260721,1
039724L_03911_,20260721,1
039724L_03912_,20260721,1
040724L_04001_,20260721,1
040724L_04002_,20260721,1
040724L_04003_,20260721,1
040724L_04004_,20260721,1
040724L_04005_,20260721,1
040724L_04006_,20260721,1
041781L_04101_,20260721,1
041781L_04102_,20260721,1
041781L_04103_,20260721,1
042724L_04201_,20260721,1
042724L_04202_,20260721,1
042724L_04203_,20260721,1
042724L_04204_,20260721,1
042724L_04205_,20260721,1
042724L_04206_,20260721,1
042724L_04207_,20260721,1
042724L_04208_,20260721,1
042724L_04209_,20260721,1
042724L_04210_,20260721,1
042724L_04211_,20260721,1
042724L_04212_,20260721,1
042724L_04213_,20260721,1
043007L_04301_,20260721,1
044724L_04401_,20260721,1
044724L_04402_,20260721,1
044724L_04403_,20260721,1
044724L_04404_,20260721,1
044724L_04405_,20260721,1
050003L_05001_,20260721,1
050003L_05002_,20260721,1
050003L_05003_,20260721,1
050003L_050E1_,20260721,1
050003L_050E2_,20260721,1
051007L_05101_,20260721,1
051007L_05102_,20260721,1
051007L_05103_,20260721,1
051007L_05104_,20260721,1
051007L_05105_,20260721,1
051007L_05106_,20260721,1
052724L_05201_,20260721,1
052724L_05202_,20260721,1
052724L_05203_,20260721,1
052724L_05204_,20260721,1
052724L_05205_,20260721,1
053724L_05301_,20260721,1
053724L_05302_,20260721,1
053724L_05303_,20260721,1
053724L_05304_,20260721,1
053724L_05305_,20260721,1
054700L_05401_,20260721,1
054700L_05402_,20260721,1
055700L_05501_,20260721,1
055700L_05502_,20260721,1
056003L_05601_,20260721,1
057700L_05701_,20260721,1
057700L_05702_,20260721,1
058003L_05801_,20260721,1
059005L_05901_,20260721,1
059005L_059E1_,20260721,1
059005L_059E2_,20260721,1
060724L_06001_,20260721,1
060724L_06002_,20260721,1
060724L_06003_,20260721,1
060724L_06004_,20260721,1
060724L_06005_,20260721,1
0C1003L_0C1E1_,20260721,1
0C4008L_0C401_,20260721,1
0C4008L_0C402_,20260721,1
CI1724L_CI101_,20260721,1
CI1724L_CI102_,20260721,1
CI1724L_CI103_,20260721,1
CI1724L_CI104_,20260721,1
CI1724L_CI105_,20260721,1
CI1724L_CI106_,20260721,1
CI1724L_CI107_,20260721,1
CI2724L_CI201_,20260721,1
CI2724L_CI202_,20260721,1
CI2724L_CI203_,20260721,1
CI2724L_CI204_,20260721,1
CI2724L_CI205_,20260721,1
CI2724L_CI206_,20260721,1
CI2724L_CI207_,20260721,1
CI3725L_CI301_,20260721,1
CI3725L_CI302_,20260721,1
CI3725L_CI303_,20260721,1
CI3725L_CI304_,20260721,1
CI3725L_CI305_,20260721,1
CI3725L_CI306_,20260721,1
CI3725L_CI307_,20260721,1
CI3725L_CI308_,20260721,1
CI3725L_CI309_,20260721,1
CI3725L_CI3E1_,20260721,1
CI4725L_CI401_,20260721,1
CI4725L_CI402_,20260721,1
CI4725L_CI403_,20260721,1
CI4725L_CI404_,20260721,1
CI4725L_CI405_,20260721,1
CI4725L_CI406_,20260721,1
CI4725L_CI407_,20260721,1
CI4725L_CI408_,20260721,1
CI4725L_CI409_,20260721,1
CI4725L_CI410_,20260721,1
CI4725L_CI4E1_,20260721,1
MIC023L_MIC01_,20260721,1
MIC023L_MIC02_,20260721,1
MIC023L_MIC03_,20260721,1
MIC023L_MIC04_,20260721,1
MIC023L_MIC05_,20260721,1
TUR003L_TURE1_,20260721,1
TUR003L_TURE2_,20260721,1
TUR003L_TURE3_,20260721,1
TUR003L_TURE4_,20260721,1
021724L_02101_,20260722,1
021724L_02102_,20260722,1
021724L_02103_,20260722,1
021724L_02104_,20260722,1
021724L_02105_,20260722,1
021724L_02106_,20260722,1
021724L_02107_,20260722,1
021724L_02108_,20260722,1
021724L_02109_,20260722,1
021724L_02110_,20260722,1
021724L_02111_,20260722,1
021724L_02112_,20260722,1
021724L_02113_,20260722,1
021724L_021E1_,20260722,1
022781L_02201_,20260722,1
022781L_02202_,20260722,1
022781L_02203_,20260722,1
022781L_02204_,20260722,1
022781L_02205_,20260722,1
022781L_02206_,20260722,1
022781L_02207_,20260722,1
022781L_02208_,20260722,1
022781L_02209_,20260722,1
023724L_02301_,20260722,1
023724L_02302_,20260722,1
023724L_02303_,20260722,1
023724L_02304_,20260722,1
023724L_02305_,20260722,1
023724L_02306_,20260722,1
023724L_02307_,20260722,1
023724L_02308_,20260722,1
023724L_02309_,20260722,1
023724L_02310_,20260722,1
023724L_02311_,20260722,1
025718L_02501_,20260722,1
025718L_02502_,20260722,1
025718L_02503_,20260722,1
025718L_02504_,20260722,1
028002L_02801_,20260722,1
028002L_02802_,20260722,1
028002L_02803_,20260722,1
029725L_02901_,20260722,1
029725L_02902_,20260722,1
029725L_02903_,20260722,1
029725L_02904_,20260722,1
029725L_02905_,20260722,1
030725L_03001_,20260722,1
030725L_03002_,20260722,1
030725L_03003_,20260722,1
030725L_03004_,20260722,1
030725L_03005_,20260722,1
031724L_03101_,20260722,1
031724L_03102_,20260722,1
031724L_03103_,20260722,1
031724L_03104_,20260722,1
031724L_03105_,20260722,1
031724L_03106_,20260722,1
032725L_03201_,20260722,1
032725L_03202_,20260722,1
032725L_03203_,20260722,1
032725L_03204_,20260722,1
032725L_03205_,20260722,1
032725L_03206_,20260722,1
032725L_03207_,20260722,1
032725L_03208_,20260722,1
032725L_03209_,20260722,1
032725L_03210_,20260722,1
032725L_03211_,20260722,1
033725L_03301_,20260722,1
033725L_03302_,20260722,1
033725L_03303_,20260722,1
033725L_03304_,20260722,1
033725L_03305_,20260722,1
033725L_03306_,20260722,1
033725L_03307_,20260722,1
033725L_03308_,20260722,1
033725L_03309_,20260722,1
033725L_03310_,20260722,1
033725L_03311_,20260722,1
033725L_03312_,20260722,1
033725L_03313_,20260722,1
034726L_03401_,20260722,1
034726L_03402_,20260722,1
034726L_03403_,20260722,1
034726L_03404_,20260722,1
034726L_03405_,20260722,1
034726L_03406_,20260722,1
034726L_03407_,20260722,1
034726L_03408_,20260722,1
034726L_03409_,20260722,1
034726L_03410_,20260722,1
035781L_03501_,20260722,1
035781L_03502_,20260722,1
035781L_03503_,20260722,1
035781L_03504_,20260722,1
035781L_03505_,20260722,1
035781L_03506_,20260722,1
035781L_03507_,20260722,1
035781L_03508_,20260722,1
035781L_03509_,20260722,1
035781L_03510_,20260722,1
035781L_03511_,20260722,1
035781L_03512_,20260722,1
035781L_03513_,20260722,1
035781L_035E1_,20260722,1
036725L_03601_,20260722,1
036725L_03602_,20260722,1
036725L_03603_,20260722,1
036725L_03604_,20260722,1
036725L_03605_,20260722,1
036725L_03606_,20260722,1
036725L_03607_,20260722,1
036725L_03608_,20260722,1
036725L_03609_,20260722,1
036725L_036E1_,20260722,1
038725L_03801_,20260722,1
038725L_03802_,20260722,1
038725L_03803_,20260722,1
038725L_03804_,20260722,1
038725L_03805_,20260722,1
038725L_03806_,20260722,1
038725L_03807_,20260722,1
038725L_03808_,20260722,1
038725L_03809_,20260722,1
038725L_03810_,20260722,1
038725L_03811_,20260722,1
038725L_03812_,20260722,1
038725L_03813_,20260722,1
038725L_038E1_,20260722,1
039724L_03901_,20260722,1
039724L_03902_,20260722,1
039724L_03903_,20260722,1
039724L_03904_,20260722,1
039724L_03905_,20260722,1
039724L_03906_,20260722,1
039724L_03907_,20260722,1
039724L_03908_,20260722,1
039724L_03909_,20260722,1
039724L_03910_,20260722,1
039724L_03911_,20260722,1
039724L_03912_,20260722,1
040724L_04001_,20260722,1
040724L_04002_,20260722,1
040724L_04003_,20260722,1
040724L_04004_,20260722,1
040724L_04005_,20260722,1
040724L_04006_,20260722,1
041781L_04101_,20260722,1
041781L_04102_,20260722,1
041781L_04103_,20260722,1
042724L_04201_,20260722,1
042724L_04202_,20260722,1
042724L_04203_,20260722,1
042724L_04204_,20260722,1
042724L_04205_,20260722,1
042724L_04206_,20260722,1
042724L_04207_,20260722,1
042724L_04208_,20260722,1
042724L_04209_,20260722,1
042724L_04210_,20260722,1
042724L_04211_,20260722,1
